title,authors,arxiv_id
Robust Attribution Regularization,Jiefeng Chen;Xi Wu;Vaibhav Rastogi;Yingyu Liang;Somesh Jha,http://arxiv.org/abs/1905.09957v1
"Distribution oblivious, risk-aware algorithms for multi-armed   bandits with unbounded rewards",Anmol Kagrecha;Jayakrishnan Nair;Krishna Jagannathan,
Online Optimal Control with Linear Dynamics and Predictions: Algorithms and Regret Analysis,Yingying Li;Xin Chen;Na Li,
Certified Adversarial Robustness with Addition Gaussian Noise,Bai Li;Changyou Chen;Wenlin Wang;Lawrence Carin,
Approximate Feature Collisions in Neural Nets,Ke Li;Tianhao Zhang;Jitendra Malik,
Gossip-based Actor-Learner Architectures for Deep Reinforcement Learning,"Mahmoud (""Mido"") Assran;Joshua Romoff;Nicolas Ballas;Joelle Pineau;Mike Rabbat",
Quantum Entropy Scoring for Fast Robust Mean Estimation and Improved Outlier Detection,Yihe Dong;Samuel Hopkins;Jerry Li,
Acceleration via Symplectic Discretization of High-Resolution Differential Equations,Bin Shi;Simon Du;Weijie Su;Michael Jordan,
Rand-NSG: Fast Accurate Billion-point Nearest Neighbor Search on a Single Node,Suhas Jayaram Subramanya;Devvrit Lnu;Harsha Vardhan Simhadri;Ravishankar Krishnawamy,
Locally Private Learning without Interaction Requires Separation,Amit Daniely;Vitaly Feldman,
Splitting Steepest Descent for Progressive Training of Neural Networks,Lemeng Wu;Dilin Wang;Qiang Liu,
Fast Parallel Algorithms for Statistical Subset Selection Problems,Sharon Qian;Yaron Singer,
Low-Complexity Nonparametric Bayesian Online Prediction with Universal Guarantees,Alix LHERITIER;Frederic Cazals,
Spectral Modification of Graphs for Improved Spectral Clustering,Ioannis Koutis;Huong Le,
Metamers of neural networks reveal divergence from human perceptual systems,Jenelle Feather;Alex Durango;Ray Gonzalez;Josh McDermott,
Discriminative Topic Modeling with Logistic LDA,Iryna Korshunova;Hanchen Xiong;Mateusz Fedoryszak;Lucas Theis,http://arxiv.org/abs/1909.01436v1
Asymmetric Valleys: Beyond Sharp and Flat Local Minima,Haowei He;Gao Huang;Yang Yuan,http://arxiv.org/abs/1902.00744v2
Correlation in Extensive-Form Games: Saddle-Point Formulation and Benchmarks,Gabriele Farina;Chun Kai Ling;Fei Fang;Tuomas Sandholm,
A Linearly Convergent Method for Non-Smooth Non-Convex Optimization on the Grassmannian with Applications to Robust Subspace and Dictionary Learning,Zhihui Zhu;Tianyu Ding;Daniel Robinson;Manolis Tsakiris;Rene Vidal,
Fast and Provable ADMM for Learning with Generative Priors,Fabian Latorre Gomez;Armin eftekhari;Volkan Cevher,
Learning Nonsymmetric Determinantal Point Processes,Mike Gartrell;Victor-Emmanuel Brunel;Elvis Dohmatob;Syrine Krichene,http://arxiv.org/abs/1905.12962v1
When to Trust Your Model: Model-Based Policy Optimization,Michael Janner;Justin Fu;Marvin Zhang;Sergey Levine,http://arxiv.org/abs/1906.08253v1
Towards Practical Alternating Least-Squares for CCA,Zhiqiang Xu;Ping Li,
The Implicit Metropolis-Hastings Algorithm,Kirill Neklyudov;Evgenii Egorov;Dmitry Vetrov,
Ease-of-Teaching and Language Structure from Emergent Communication,Fushan Li;Michael Bowling,http://arxiv.org/abs/1906.02403v1
Unsupervised Keypoint Learning for Guiding Class-conditional Video Prediction,Yunji Kim;Seonghyeon Nam;In Cho;Seon Joo Kim,
Unsupervised State Representation Learning in Atari,Ankesh Anand;Evan Racah;Sherjil Ozair;Yoshua Bengio;Marc-Alexandre Côté;R Devon Hjelm,http://arxiv.org/abs/1906.08226v2
Stochastic Variance Reduced Primal Dual Algorithms for Empirical Composition Optimization,Adithya M Devraj;Jianshu Chen,
Two Generator Game: Learning to Sample via Linear Goodness-of-Fit Test,Lizhong Ding;Mengyang Yu;Li Liu;Fan Zhu;Yong Liu;Yu Li;Ling Shao,
Shadowing Properties of Optimization Algorithms,Antonio Orvieto;Aurelien Lucchi,
Solving graph compression via optimal transport,Vikas Garg;Tommi Jaakkola,
Abstraction based Output Range Analysis for Neural Networks,Pavithra  Prabhakar;Zahra Rahimi Afzal,
Approximate Inference Turns Deep Networks into Gaussian Processes,Mohammad Emtiyaz Khan;Alexander Immer;Ehsan Abedi;Maciej Korzepa,http://arxiv.org/abs/1906.01930v1
Convergence of Adversarial Training in Overparametrized Neural Networks,Ruiqi Gao;Tianle Cai;Haochuan Li;Cho-Jui Hsieh;Liwei Wang;Jason Lee,
Efficient Non-Convex Stochastic Compositional Optimization Algorithm via Stochastic Recursive Gradient Descent,Huizhuo Yuan;Xiangru Lian;Chris Junchi Li;Ji Liu,
Universal Invariant and Equivariant Graph Neural Networks,Nicolas Keriven;Gabriel Peyré,http://arxiv.org/abs/1905.04943v1
Fully Parameterized Quantile Function for Distributional Reinforcement Learning,Derek Yang;Li Zhao;Zichuan Lin;Tao Qin;Jiang Bian;Tie-Yan Liu,
Subspace Detours: Building Transport Plans that are Optimal on Subspace Projections,Boris Muzellec;Marco Cuturi,
Mindreader: A Self Validation Network for Object-Level Human Attention Reasoning,Zehua Zhang;Chen Yu;David Crandall,
What the Vec? Towards Probabilistically Grounded Embeddings,Carl Allen;Ivana Balazevic;Timothy Hospedales,
STREETS: A Novel Camera Network Dataset for Traffic Flow,Corey Snyder;Minh Do,
Practical Deep Learning with Bayesian Principles,Kazuki Osawa;Siddharth Swaroop;Mohammad Emtiyaz Khan;Anirudh Jain;Runa Eschenhagen;Richard E Turner;Rio Yokota,
"UniXGrad: A Universal, Adaptive Algorithm with Optimal Guarantees for Constrained Optimization",Ali Kavis;Yehuda Kfir Levy;Francis Bach;Volkan Cevher,
Hypothesis Set Stability and Generalization,Dylan Foster;Spencer Greenberg;Satyen Kale;Haipeng Luo;Mehryar Mohri;Karthik Sridharan,
On the Importance of Initialization in Optimization for Deep Linear Neural Networks,Lei Wu;Qingcan Wang;Chao Ma,
A Stickier Benchmark for General-Purpose Language Understanding Systems,Alex Wang;Yada Pruksachatkun;Nikita Nangia;Amanpreet Singh;Julian Michael;Felix Hill;Omer Levy;Samuel Bowman,
Learning search spaces for Bayesian optimization: Another view of hyperparameter transfer learning,Valerio Perrone;Huibin Shen;Matthias Seeger;Cedric Archambeau;Rodolphe Jenatton,
BehaveNet: nonlinear embedding and Bayesian neural decoding of behavioral videos,Eleanor Batty;Matthew Whiteway;Shreya Saxena;Dan Biderman;Taiga Abe;Simon Musall;Winthrop Gillis;Jeffrey Markowitz;Anne Churchland;John Cunningham;Sandeep R Datta;Scott Linderman;Liam Paninski,
Loaded DiCE: Trading off Bias and Variance in Any-Order Score Function Gradient Estimators for Reinforcement Learning,Gregory Farquhar;Shimon Whiteson;Jakob Foerster,
Variational Mixture-of-Experts Autoencoders for Multi-Modal Deep Generative Models,Yuge Shi;Siddharth Narayanaswamy;Brooks Paige;Philip  Torr,
Universality and individuality in neural dynamics across large populations of recurrent networks,Niru Maheswaranathan;Alex H Williams;Matthew Golub;Surya Ganguli;David Sussillo,
Dynamic Incentive-Aware Learning: Robust Pricing in Contextual Auctions,Negin Golrezaei;Adel Javanmard;Vahab Mirrokni,
Implicit Regularization of Accelerated Methods in Hilbert Spaces,Nicolò Pagliana;Lorenzo Rosasco,http://arxiv.org/abs/1905.13000v3
Neuropathic Pain Diagnosis Simulator for Causal Discovery Algorithm Evaluation,Ruibo Tu;Kun Zhang;Bo Bertilson;Hedvig Kjellstrom;Cheng Zhang,
Time/Accuracy Tradeoffs for Learning a ReLU with respect to Gaussian Marginals,Surbhi Goel;Sushrut Karmalkar;Adam Klivans,
Maximum Entropy Monte-Carlo Planning,Chenjun Xiao;Ruitong Huang;Jincheng Mei;Dale Schuurmans;Martin Müller,
A Perspective on False Discovery Rate Control via Knockoffs,Jingbo Liu;Philippe Rigollet,
Regret Bounds for Thompson Sampling in Restless Bandit Problems,Young Hun Jung;Ambuj Tewari,http://arxiv.org/abs/1905.12673v1
Shallow RNN:  Accurate Time-series Classification on Resource Constrained Devices,Don Dennis;Durmus Alp Emre Acar;Vikram Mandikal;Vinu Sankar Sadasivan;Venkatesh Saligrama;Harsha Vardhan Simhadri;Prateek Jain,
A Graph Theoretic Framework of Recomputation Algorithms for Memory-Efficient Backpropagation,Mitsuru Kusumoto;Takuya Inoue;Gentaro Watanabe;Takuya Akiba;Masanori Koyama,
Algorithmic Guarantees for Inverse Imaging with Untrained Network Priors,Gauri Jagatap;Chinmay Hegde,http://arxiv.org/abs/1906.08763v1
Mixtape: Breaking the Softmax Bottleneck Efficiently,Zhilin Yang;Thang Luong;Russ Salakhutdinov;Quoc V Le,
Regularization Matters: Generalization and Optimization of Neural Nets v.s. their Induced Kernel,Colin Wei;Jason Lee;Qiang Liu;Tengyu Ma,
Sample Complexity of Learning Mixture of Sparse Linear Regressions,Akshay Krishnamurthy;Arya Mazumdar;Andrew McGregor;Soumyabrata Pal,
Variance Reduction in Bipartite Experiments through Correlation Clustering,Jean Pouget-Abadie;Kevin Aydin;Warren Schudy;Kay Brodersen;Vahab Mirrokni,
Generative Well-intentioned Networks,Justin Cosentino;Jun Zhu,
Fast and Flexible Multi-Task Classification using Conditional Neural Adaptive Processes,James Requeima;Jonathan Gordon;John Bronskill;Sebastian Nowozin;Richard Turner,
Constrained deep neural network architecture search for IoT devices accounting hardware calibration,Florian Scheidegger;Luca Benini;Costas Bekas;A. Cristiano I. Malossi,
Can Unconditional Language Models Recover Arbitrary Sentences?,Nishant Subramani;Samuel Bowman;Kyunghyun Cho,
Topology-Preserving Deep Image Segmentation,Xiaoling Hu;Fuxin Li;Dimitris Samaras;Chao Chen,
Generative Models for Graph-Based Protein Design,John Ingraham;Vikas Garg;Regina Barzilay;Tommi Jaakkola,
Characterizing Bias in Classifiers using Generative Models,Daniel McDuff;Shuang Ma;Yale Song;Ashish Kapoor,http://arxiv.org/abs/1906.11891v1
Efficient characterization of electrically evoked responses for neural interfaces,Nishal Shah;Sasidhar Madugula;Pawel Hottowy;Alexander Sher;Alan Litke;Liam Paninski;E.J. Chichilnisky,
Provably Robust Deep Learning via Adversarially Trained Smoothed Classifiers,Hadi Salman;Jerry Li;Ilya Razenshteyn;Pengchuan Zhang;Huan Zhang;Sebastien Bubeck;Greg Yang,
Neural Multisensory Scene Inference,Jae Hyun Lim;Pedro O. Pinheiro;Negar Rostamzadeh;Chris Pal;Sungjin Ahn,
DRUM: End-To-End Differentiable Rule Mining On Knowledge Graphs,Ali Sadeghian;Mohammadreza Armandpour;Patrick Ding;Daisy Zhe Wang,
Evaluating Protein Transfer Learning with TAPE,Roshan Rao;Nicholas Bhattacharya;Neil Thomas;Yan Duan;Peter Chen;John Canny;Pieter Abbeel;Yun Song,
Efficient Pure Exploration in Adaptive Round model,tianyuan jin;Jieming SHI;Xiaokui Xiao;Enhong Chen,
Sequence Modelling with Unconstrained Generation Order,Dmitrii Emelianenko;Elena Voita;Pavel Serdyukov,
Hyperbolic Graph Neural Networks,Qi Liu;Maximilian Nickel;Douwe Kiela,
Fast Convergence of Natural Gradient Descent for Over-Parameterized Neural Networks,Guodong Zhang;James Martens;Roger Grosse,
Quadratic Video Interpolation,Xiangyu Xu;Li Siyao;Wenxiu Sun;Qian Yin;Ming-Hsuan Yang,
Exploring Unexplored Tensor Decompositions for Convolutional Neural Networks,Kohei Hayashi;Taiki Yamaguchi;Yohei Sugawara;Shin-ichi Maeda,
Difference Maximization Q-learning: Provably Efficient Q-learning with Function Approximation,Simon Du;Yuping Luo;Ruosong Wang;Hanrui Zhang,
A unified variance-reduced accelerated gradient method for convex optimization,Guanghui Lan;Zhize Li;Yi Zhou,
Fast and Furious Learning in Zero-Sum Games: Vanishing Regret with Non-Vanishing Step Sizes,James Bailey;Georgios Piliouras,
Differentially Private Anonymized Histograms,Ananda Theertha Suresh,
End-to-End Learning on 3D Protein Structure for Interface Prediction,Raphael Townshend;Rishi Bedi;Patricia Suriana;Ron Dror,
Learning Disentangled Representations for Recommendation,Jianxin Ma;Chang Zhou;Peng Cui;Hongxia Yang;Wenwu Zhu,
A Fourier Perspective on Model Robustness in Computer Vision,Dong Yin;Raphael Gontijo Lopes;Ekin Dogus Cubuk;Justin Gilmer;Jon Shlens,
On Exact Computation with an Infinitely Wide Neural Net,Sanjeev Arora;Simon Du;Wei Hu;Zhiyuan Li;Russ Salakhutdinov;Ruosong Wang,
Hyperspherical Prototype Networks,Pascal Mettes;Elise van der Pol;Cees Snoek,
Unsupervised Object Segmentation by Redrawing,Mickaël Chen;Thierry Artières;Ludovic Denoyer,http://arxiv.org/abs/1905.13539v1
Implicit Semantic Data Augmentation for Deep Networks,Yulin Wang;Xuran Pan;Shiji Song;Hong Zhang;Gao Huang;Cheng Wu,
Complexity of Highly Parallel Non-Smooth Convex Optimization,Sebastien Bubeck;Qijia Jiang;Yin-Tat Lee;Yuanzhi Li;Aaron Sidford,
Incremental Scene Synthesis,Benjamin Planche;Xuejian Rong;Ziyan Wu;Srikrishna Karanam;Harald Kosch;YingLi Tian;Jan Ernst;ANDREAS HUTTER,
Bridging Machine Learning and Logical Reasoning by Abductive Learning,Wang-Zhou Dai;Qiuling Xu;Yang Yu;Zhi-Hua Zhou,
Bayesian Optimization with Unknown Search Space,Huong Ha;Santu Rana;Sunil Gupta;Thanh Nguyen;Hung Tran-The;Svetha Venkatesh,
Retrosynthesis Prediction with Conditional Graph Logic Network,Hanjun Dai;Chengtao Li;Connor Coley;Bo Dai;Le Song,
Making AI Forget You: Data Deletion in Machine Learning,Antonio Ginart;Melody Guan;Gregory Valiant;James Zou,http://arxiv.org/abs/1907.05012v1
Online EXP3 Learning in Adversarial Bandits with Delayed Feedback,Ilai Bistritz;Zhengyuan Zhou;Xi Chen;Nicholas Bambos;Jose Blanchet,
Certifying Geometric Robustness of Neural Networks,Mislav Balunovic;Maximilian Baader;Gagandeep Singh;Timon Gehr;Martin Vechev,
Ultra Fast Medoid Identification via Correlated Sequential Halving,Tavor Baharav;David Tse,
Space and Time Efficient Kernel Density Estimation in High Dimensions,Arturs Backurs;Piotr Indyk;Tal Wagner,
Rethinking Deep Neural Network Ownership Verification: Embedding Passports to Defeat Ambiguity Attacks,Lixin Fan;Kam Woh Ng;Chee Seng Chan,
Learning step sizes for unfolded sparse coding,Pierre Ablin;Thomas Moreau;Mathurin Massias;Alexandre Gramfort,http://arxiv.org/abs/1905.11071v1
Correlated Uncertainty for Learning Dense Correspondences from Noisy Labels,Natalia Neverova;David Novotny;Andrea Vedaldi,
Calibration tests in multi-class classification: A unifying framework,David Widmann;Fredrik Lindsten;Dave Zachariah,
Generalization in Reinforcement Learning with Selective Noise Injection and Information Bottleneck,Maximilian Igl;Kamil Ciosek;Yingzhen Li;Sebastian Tschiatschek;Cheng Zhang;Sam Devlin;Katja Hofmann,
Variance Reduced Uncertainty Calibration,Ananya Kumar;Percy Liang;Tengyu Ma,
AGEM: Solving Linear Inverse Problems via Deep Priors and Sampling,Bichuan Guo;Yuxing Han;Jiangtao Wen,
Phase Transitions and Cyclic Phenomena in Bandits with Switching Constraints,David Simchi-Levi;Yunzong Xu,
Nonlinear scaling of resource allocation in sensory bottlenecks,Laura Rose Edmondson;Alejandro Jimenez Rodriguez;Hannes P. Saal,
Population-based Meta-Optimizer Guided by Posterior Estimation,Yue Cao;Tianlong Chen;Zhangyang Wang;Yang Shen,
Towards Understanding the Importance of Shortcut Connections in Residual Networks,Tianyi Liu;Minshuo Chen;Mo Zhou;Simon Du;Enlu Zhou;Tuo Zhao,
DTWNet: a Dynamic Time Warping Network,Xingyu Cai;Tingyang Xu;Jinfeng Yi;Junzhou Huang;Sanguthevar Rajasekaran,
Self-Supervised Active Triangulation for 3D Human Pose Reconstruction,Aleksis Pirinen;Erik Gärtner;Cristian Sminchisescu,
BIVA: A Very Deep Hierarchy of Latent Variables for Generative Modeling,Lars Maaløe;Marco Fraccaro;Valentin Liévin;Ole Winther,http://arxiv.org/abs/1902.02102v1
Regularized Anderson Acceleration for Off-Policy Deep Reinforcement Learning,Wenjie Shi;Shiji Song;Hui Wu;Ya-Chu Hsu;Cheng Wu;Gao Huang,
Online-Within-Online Meta-Learning,Giulia Denevi;Dimitris Stamos;Carlo Ciliberto;Massimiliano Pontil,
Reconciling meta-learning and continual learning with online mixtures of tasks,Ghassen Jerfel;Erin Grant;Tom Griffiths;Katherine Heller,
Facility Location Problem in Differential Privacy Model Revisited ,Yunus Esencayi;Marco Gaboardi;Shi Li;Di Wang,
GNNExplainer: Generating Explanations for Graph Neural Networks,Zhitao Ying;Dylan Bourgeois;Jiaxuan You;Marinka Zitnik;Jure Leskovec,
Episodic Memory in Lifelong Language Learning,Cyprien de Masson d'Autume;Sebastian Ruder;Lingpeng Kong;Dani Yogatama,http://arxiv.org/abs/1906.01076v1
Bayesian Optimization under Heavy-tailed Payoffs,Sayak Ray Chowdhury;Aditya Gopalan,
Revisiting Auxiliary Latent Variables in Generative Models,John Lawson;George Tucker;Bo Dai;Rajesh Ranganath,
Stabilizing Off-Policy Q-Learning via Bootstrapping Error Reduction,Aviral Kumar;Justin Fu;Matthew Soh;George Tucker;Sergey Levine,
The Randomized Midpoint Method for Log-Concave Sampling,Ruoqi Shen;Yin Tat Lee,
Are Sixteen Heads Really Better than One?,Paul Michel;Omer Levy;Graham Neubig,http://arxiv.org/abs/1905.10650v2
Differentially Private Covariance Estimation,Kareem Amin;Travis Dick;Alex Kulesza;Andres Munoz;Sergei Vassilvitskii,
A Family of Robust Stochastic Operators for Reinforcement Learning,Yingdong Lu;Mark Squillante;Chai Wah Wu,
The Fairness of Risk Scores Beyond Classification: Bipartite Ranking and the XAUC Metric,Nathan Kallus;Angela Zhou,
Concentration of risk measures: A Wasserstein distance approach,Sanjay P. Bhat;Prashanth L.A.,
Neural Taskonomy: Inferring the Similarity of Task-Derived Representations from Brain Activity,Aria Wang;Michael Tarr;Leila Wehbe,
Towards Automatic Concept-based Explanations,Amirata Ghorbani;James Wexler;James Zou;Been Kim,http://arxiv.org/abs/1902.03129v2
Function-Space Distributions over Kernels,Gregory Benton;Wesley J Maddox;Jayson Salkey;Julio Albinati;Andrew Gordon Wilson,
Stochastic Runge-Kutta Accelerates Langevin Monte Carlo and Beyond,Xuechen Li;Yi Wu;Lester Mackey;Murat Erdogdu,
Nonparametric Regressive Point Processes Based on Conditional Gaussian Processes,Siqi Liu;Milos Hauskrecht,
A Convex Relaxation Barrier to Tight Robustness Verification of Neural Networks,Hadi Salman;Greg Yang;Huan Zhang;Cho-Jui Hsieh;Pengchuan Zhang,
TAB-VCR: Tags and Attributes for Visual Commonsense Reasoning,Jingxiang Lin;Unnat Jain;Alexander Schwing,
Necessary and Sufficient Geometries for Adaptive Gradient Algorithms,Daniel Levy;John Duchi,
A Similarity-preserving Network Trained on Transformed Images Recapitulates Salient Features of the Fly Motion Detection Circuit,Yanis Bahroun;Dmitri Chklovskii;Anirvan Sengupta,
PasteGAN: A Semi-Parametric Method to Generate Image from Scene Graph,Yikang LI;Tao Ma;Yeqi Bai;Nan Duan;Sining Wei;Xiaogang Wang,
Biases for Emergent Communication in Multi-agent Reinforcement Learning,Tom Eccles;Yoram Bachrach;Guy Lever;Angeliki Lazaridou;Thore Graepel,
Importance Weighted Hierarchical Variational Inference,Artem Sobolev;Dmitry Vetrov,http://arxiv.org/abs/1905.03290v1
Heterogeneous Graph Learning for Visual Commonsense Reasoning,Weijiang Yu;Jingwen Zhou;Weihao Yu;Xiaodan Liang;Nong Xiao,
Neural Relational Inference with Fast Modular Meta-learning,Ferran Alet;Erica Weng;Tomás Lozano-Pérez;Leslie Kaelbling,
Unsupervised Discovery of Temporal Structure in Noisy Data with Dynamical Components Analysis,David Clark;Jesse Livezey;Kristofer Bouchard,
Improved Precision and Recall Metric for Assessing Generative Models,Tuomas Kynkäänniemi;Tero Karras;Samuli Laine;Jaakko Lehtinen;Timo Aila,http://arxiv.org/abs/1904.06991v2
Unsupervised Curricula for Visual Meta-Reinforcement Learning,Allan Jabri;Kyle Hsu;Ben Eysenbach;Abhishek Gupta;Alexei Efros;Sergey Levine;Chelsea Finn,
Symmetry-Based Disentangled Representation Learning requires Interaction with Environments,Hugo Caselles-Dupré;Michael Garcia Ortiz;David Filliat,
Learning Fairness in Multi-Agent Systems,Jiechuan Jiang;Zongqing Lu,
SMILe: Scalable Meta Inverse Reinforcement Learning through Context-Conditional Policies,Seyed Kamyar Seyed Ghasemipour;Shixiang (Shane) Gu;Richard Zemel,
Gradient based sample selection for online continual learning ,Rahaf Aljundi;Min Lin;Baptiste Goujaud;Yoshua Bengio,http://arxiv.org/abs/1903.08671v4
Learning Perceptual Inference by Contrasting,Chi Zhang;Baoxiong Jia;Feng Gao;Yixin Zhu;HongJing Lu;Song-Chun Zhu,
Who Learns? Decomposing Learning into Per-Parameter Loss Contribution,Janice Lan;Rosanne Liu;Hattie Zhou;Jason Yosinski,
Fisher Efficient Inference of Intractable Models,Song Liu;Takafumi Kanamori;Wittawat Jitkrittum;Yu Chen,http://arxiv.org/abs/1805.07454v4
Arbicon-Net: Arbitrary Continuous Geometric Transformation Networks for Image Registration,Jianchun Chen;Lingjing Wang;Xiang Li;Yi Fang,
Stochastic Frank-Wolfe for Composite Convex Minimization,Francesco Locatello;Alp Yurtsever;Olivier Fercoq;Volkan Cevher,
Adaptive GNN for Image Analysis and Editing,Lingyu Liang;LianWen Jin;Yong Xu,
Improved Regret Bounds for Bandit Combinatorial Optimization,Shinji Ito;Daisuke Hatano;Hanna Sumita;Kei Takemura;Takuro Fukunaga;Naonori Kakimura;Ken-Ichi Kawarabayashi,
Joint Optimization of Tree-based Index and Deep Model for Recommender Systems,Han Zhu;Daqing Chang;Ziru Xu;Pengye Zhang;Xiang Li;Jie He;Han Li;Jian Xu;Kun Gai,
Efficient Neural Architecture Transformation Search in Channel-Level for Object Detection,Junran Peng;Ming Sun;ZHAO-XIANG ZHANG;Tieniu Tan;Junjie Yan,
Censored Semi-Bandits: A Framework for Resource Allocation with Censored Feedback,Arun Verma;Manjesh Hanawal;Arun Rajkumar;Raman Sankaran,
"What Can ResNet Learn Efficiently, Going Beyond Kernels?",Zeyuan Allen-Zhu;Yuanzhi Li,http://arxiv.org/abs/1905.10337v2
Structured Graph Learning Via Laplacian Spectral Constraints,Sandeep Kumar; Jiaxi  Ying;Jose Vinicius de Miranda Cardoso;Daniel Palomar,
Assessing Social and Intersectional Biases in Contextualized Word Representations,Yi Chern Tan;L. Elisa Celis,
